additional_data,answer,correct_options,description,gold,index,metadata,options,question,question_type,subject,type
{},186,[2],,,,{},"[""195"", ""179"", ""186"", ""174""]","If the domain of the function $\log_5\left(18x-x^2-77\right)$ is $(\alpha, \beta)$ and the domain of the function $\log_{(\alpha-1)}\left(\frac{2x^2+3x-2}{x^2-3x-4}\right)$ is $(\gamma, \delta)$, then $\alpha^2+\beta^2+\gamma^2$ is equal to:",1.0,Mathematics,
{},$2\sqrt{3}$,[2],,,,{},"[""$\\sqrt{3}$"", ""$2\\sqrt{2}$"", ""$2\\sqrt{3}$"", ""$4\\sqrt{2}$""]","Let a circle $C$ pass through the points $(4,2)$ and $(0,2)$, and its centre lie on $3x+2y+2=0$. Then the length of the chord of the circle $C$, whose midpoint is $(1,2)$, is:",1.0,Mathematics,
{},3,[3],,,,{},"[""$\\sqrt{10}$"", ""$2\\sqrt{3}$"", ""2"", ""3""]","Let a straight line $L$ pass through the point $P(2,-1,3)$ and be perpendicular to the lines $\frac{x-1}{4}=\frac{y+1}{4}=\frac{z-3}{2}$ and $\frac{x-3}{4}=\frac{y-2}{3}=\frac{z+2}{4}$. If the line $L$ intersects the $yz$-plane at the point $Q$, then the distance between the points $P$ and $Q$ is:",1.0,Mathematics,
{},6,[0],,,,{},"[""6"", ""3"", ""5"", ""4""]","Bag 1 contains 4 white balls and 5 black balls, and Bag 2 contains $n$ white balls and 3 black balls. One ball is drawn randomly from Bag 1 and transferred to Bag 2. A ball is then drawn randomly from Bag 2. If the probability that the ball drawn is white is $\frac{29}{45}$, then $n$ is equal to:",1.0,Mathematics,
{},440,[3],,,,{},"[""3080"", ""560"", ""3410"", ""440""]","Let $\alpha, \beta (\alpha \neq \beta)$ be the values of $m$, for which the equations $x+y+z=1$, $x+2y+4z=m$, and $x+4y+10z=m^2$ have infinitely many solutions. Then the value of $\sum_{n=1}^{10} (n^\alpha + n^\beta)$ is equal to:",1.0,Mathematics,
{},$\frac{5}{3}$,[3],,,,{},"[""$\\frac{10}{9}$"", ""$\\frac{3}{2}$"", ""$\\frac{5}{2}$"", ""$\\frac{5}{3}$""]","Let $S=\mathbb{N} \cup \{0\}$. Define a relation $R$ from $S$ to $\mathbb{R}$ by: $R=\left\{(x, y): \log_e y = x \log_e \left(\frac{x}{5}\right), x \in S, y \in \mathbb{R}\right\}$. Then, the sum of all the elements in the range of $R$ is equal to:",1.0,Mathematics,
{},2,[3],,,,{},"[""4"", ""1"", ""3"", ""2""]","If $\sin x + \sin^2 x = 1$, $x \in \left(0, \frac{\pi}{2}\right)$, then $\left(\cos^{12} x + \tan^{12} x\right) + 3\left(\cos^{10} x + \tan^{10} x + \cos^8 x + \tan^8 x\right) + \left(\cos^6 x + \tan^6 x\right)$ is equal to:",1.0,Mathematics,
{},12,[],,,,{},[],"If $24 \int_0^{\frac{\pi}{4}} \left(\sin \left|4x - \frac{\pi}{12}\right| + |2 \sin x|\right) dx = 2\pi + \alpha$, where $[\cdot]$ denotes the greatest integer function, then $\alpha$ is equal to:",0.0,Mathematics,
{},11132,[],,,,{},[],"Let $a_1, a_2, \ldots, a_{2024}$ be an Arithmetic Progression such that $a_1 + \left(a_5 + a_{10} + a_{15} + \ldots + a_{2020}\right) + a_{2024} = 2233$. Then $a_1 + a_2 + a_3 + \ldots + a_{2024}$ is equal to:",0.0,Mathematics,
{},64,[],,,,{},[],"If $\lim_{t \to 0} \left(\int_0^1 (3x + 5)^t dx\right)^{\frac{1}{t}} = \frac{2}{56} \left(\frac{8}{5}\right)^{\frac{2}{\alpha}}$, then $\alpha$ is equal to:",0.0,Mathematics,
{},1328,[],,,,{},[],"Let $y^2 = 12x$ be the parabola and $S$ be its focus. Let $PQ$ be a focal chord of the parabola such that $(SP)(SQ) = \frac{147}{4}$. Let $C$ be the circle described taking $PQ$ as a diameter. If the equation of a circle $C$ is $64x^2 + 64y^2 - \alpha x - 64\sqrt{3}y = \beta$, then $\beta - \alpha$ is equal to:",0.0,Mathematics,
{},10,[],,,,{},[],"Let integers $a, b \in [-3, 3]$ be such that $a + b \neq 0$. Then the number of all possible ordered pairs $(a, b)$, for which $\left|\frac{x+1}{x+b}\right| = 1$ and $\left|\begin{array}{ccc} x+1 & \omega & \omega^2 \\ \omega & z+\omega^2 & 1 \\ \omega^2 & 1 & z+\omega \end{array}\right| = 1$, $z \in \mathbb{C}$, where $\omega$ and $\omega^2$ are the roots of $x^2 + x + 1 = 0$, is equal to:",0.0,Mathematics,
{},$ABO$ is an obtuse angled isosceles triangle,[1],,,,{},"[""area of triangle $ABO$ is $\\frac{11}{\\sqrt{3}}$"", ""$ABO$ is an obtuse angled isosceles triangle"", ""area of triangle $ABO$ is $\\frac{11}{4}$"", ""$ABO$ is a scalene triangle""]","Let $O$ be the origin, the point $A$ be $z_1 = \sqrt{3} + 2 \sqrt{2} i$, the point $B(z_2)$ be such that $\sqrt{3} |z_2| = |z_1|$ and $\arg(z_2) = \arg(z_1) + \frac{\pi}{2}$. Then",1.0,Mathematics,
{},675,[3],,,,{},"[""545"", ""715"", ""735"", ""675""]","Let $f: \mathbb{R} \to \mathbb{R}$ be a function defined by $f(x) = (2 + 3a) x^2 + \left( \frac{a + 2}{a - 1} \right) x + b, a \neq 1$. If $f(x + y) = f(x) + f(y) + 1 - \frac{2}{7} xy$, then the value of $28 \sum_{i=1}^{5} |f(i)|$ is",1.0,Mathematics,
{},$\frac{75}{8}$,[0],,,,{},"[""$\\frac{75}{8}$"", ""$\\frac{25}{2}$"", ""$\\frac{125}{8}$"", ""$\\frac{75}{8}$""]","Let $ABCD$ be a trapezium whose vertices lie on the parabola $y^2 = 4x$. Let the sides $AD$ and $BC$ of the trapezium be parallel to $y$-axis. If the diagonal $AC$ is of length $\frac{25}{4}$ and it passes through the point $(1,0)$, then the area of $ABCD$ is",1.0,Mathematics,
{},$\frac{127}{72}$,[0],,,,{},"[""$\\frac{127}{72}$"", ""$\\frac{131}{72}$"", ""$\\frac{171}{72}$"", ""$\\frac{167}{72}$""]","The sum of all local minimum values of the function $f(x) = \begin{cases} 1 - 2x, & x < -1 \\ \frac{1}{3}(7 + 2|x|), & -1 \leq x \leq 2 \\ \frac{11}{18}(x - 4)(x - 5), & x > 2 \end{cases}$ is",1.0,Mathematics,
{},20,[3],,,,{},"[""6"", ""18"", ""8"", ""20""]","Let ${}^n C_{r-1} = 28$, ${}^n C_r = 56$ and ${}^n C_{r+1} = 70$. Let $A(4 \cos t, 4 \sin t)$, $B(2 \sin t, -2 \cos t)$ and $C(3r - n, r^2 - n - 1)$ be the vertices of a triangle $ABC$, where $t$ is a parameter. If $(3x - 1)^2 + (3y)^2 = \alpha$, is the locus of the centroid of triangle $ABC$, then $\alpha$ equals",1.0,Mathematics,
{},"$(\alpha, \beta^2 - 4\gamma)$",[3],,,,{},"[""$(\\gamma, \\beta^2 - 4\\alpha)$"", ""$(\\alpha, \\beta^2 + 4\\gamma)$"", ""$(\\gamma, \\beta^2 + 4\\alpha)$"", ""$(\\alpha, \\beta^2 - 4\\gamma)$""]","Let the equation of the circle, which touches $x$-axis at the point $(a, 0)$, $a > 0$ and cuts off an intercept of length $b$ on $y$-axis be $x^2 + y^2 - \alpha x + \beta y + \gamma = 0$. If the circle lies below $x$-axis, then the ordered pair $(2a, b^2)$ is equal to",1.0,Mathematics,
{},$\frac{81}{2}$,[3],,,,{},"[""$1.81 \\sqrt{2}$"", ""41"", ""82"", ""$\\frac{81}{2}$""]","If $f(x) = \frac{x^2}{2^2 + \sqrt{2}}$, $x \in \mathbb{R}$, then $\sum_{k=1}^{81} f\left(\frac{x}{82}\right)$ is equal to",1.0,Mathematics,
{},$\frac{3}{4}$,[1],,,,{},"[""$\\frac{1}{2}$"", ""$\\frac{3}{4}$"", ""$\\frac{1}{4}$"", ""$\\frac{2}{3}$""]","Two numbers $\mathbf{k}_1$ and $\mathbf{k}_2$ are randomly chosen from the set of natural numbers. Then, the probability that the value of $i^{k_1} + i^{k_2}$, $(i = \sqrt{-1})$ is non-zero, equals",1.0,Mathematics,
{},9,[0],,,,{},"[""9"", ""1"", ""7"", ""8""]","If the image of the point $(4, 4, 3)$ in the line $\frac{x - 1}{2} = \frac{y - 2}{1} = \frac{z - 1}{3}$ is $(\alpha, \beta, \gamma)$, then $\alpha + \beta + \gamma$ is equal to",1.0,Mathematics,
{},0,[1],,,,{},"["""", ""0"", ""$\\frac{32}{65}$"", ""$\\frac{33}{65}$""]",$\cos \left( \sin^{-1} \frac{3}{8} + \sin^{-1} \frac{5}{13} + \sin^{-1} \frac{33}{65} \right)$ is equal to:,1.0,Mathematics,
{},only (S1) is true,[2],,,,{},"[""both are true"", ""only (S2) is true"", ""only (S1) is true"", ""both are false""]","Let $\mathbf{A}(x, y, z)$ be a point in $xy$-plane, which is equidistant from three points $(0, 3, 2)$, $(2, 0, 3)$ and $(0, 0, 1)$. Let $\mathbf{B} = (1, 4, -1)$ and $\mathbf{C} = (2, 0, -2)$. Then among the statements (S1): $\triangle ABC$ is an isosceles right angled triangle, and (S2): the area of $\triangle ABC$ is $\frac{9 \sqrt{2}}{2}$.",2.0,Mathematics,
{},$\frac{84}{3}$,[1],,,,{},"[""$\\frac{80}{3}$"", ""$\\frac{84}{3}$"", ""$\\frac{32}{3}$"", ""$\\frac{17}{3}$""]","The area (in sq. units) of the region $\{(x, y): 0 \leq y \leq 2|x| + 1, 0 \leq y \leq x^2 + 1, |x| \leq 3\}$ is",1.0,Mathematics,
{},$6(2 - \sqrt{2})$,[2],,,,{},"[""$3(3 - \\sqrt{2})$"", ""$6(3 - \\sqrt{2})$"", ""$6(2 - \\sqrt{2})$"", ""$3(2 - \\sqrt{2})$""]","The sum, of the squares of all the roots of the equation $x^2 + |2x - 3| - 4 = 0$, is",1.0,Mathematics,
{},126,[1],,,,{},"[""98"", ""126"", ""142"", ""112""]","Let $T_r$ be the $r^{\text{th}}$ term of an A.P. If for some $m$, $T_m = \frac{1}{25}$, $T_{25} = \frac{1}{20}$, and $20 \sum_{r=1}^{25} T_r = 13$, then $5m \sum_{r=m}^{2m} T_r$ is equal to",1.0,Mathematics,
{},$\frac{28}{75}$,[0],,,,{},"[""$\\frac{28}{75}$"", ""$\\frac{18}{25}$"", ""$\\frac{26}{75}$"", ""$\\frac{14}{25}$""]","Three defective oranges are accidentally mixed with seven good ones and on looking at them, it is not possible to differentiate between them. Two oranges are drawn at random from the lot. If $x$ denote the number of defective oranges, then the variance of $x$ is",1.0,Mathematics,
{},1,[0],,,,{},"["""", ""3"", ""6"", ""2""]","Let for some function $y = f(x)$, $\int_0^x t f(t) \, dt = x^2 f(x)$, $x > 0$ and $f(2) = 3$. Then $f(6)$ is equal to",1.0,Mathematics,
{},100,[3],,,,{},"[""64"", ""196"", ""144"", ""100""]","If $\int_{-\frac{\pi}{2}}^{\frac{\pi}{2}} \frac{25 x^2 \cos^2 x}{2(x + e)^2} \, dx = \pi (\alpha \pi^2 + \beta)$, $\alpha, \beta \in \mathbb{Z}$, then $(\alpha + \beta)^2$ equals",1.0,Mathematics,
{},$3 a_{100} - 100$,[1],,,,{},"[""$3 a_{99} - 100$"", ""$3 a_{100} - 100$"", ""$3 a_{99} + 100$"", ""$3 a_{100} + 100$""]","Let $\langle a_n \rangle$ be a sequence such that $a_0 = 0$, $a_1 = \frac{1}{2}$ and $2 a_{n+2} = 5 a_{n+1} - 3 a_n$, $n = 0, 1, 2, 3, \ldots$. Then $\sum_{k=1}^{100} a_k$ is equal to",1.0,Mathematics,
{},4607,[3],,,,{},"[""4608"", ""5720"", ""5719"", ""4607""]","The number of different 5-digit numbers greater than 50000 that can be formed using the digits 0, 1, 2, 3, 4, 5, 6, 7, such that the sum of their first and last digits should not be more than 8, is",1.0,Mathematics,
{},an equivalence relation,[1],,,,{},"[""reflexive and symmetric but not transitive"", ""an equivalence relation"", ""symmetric and transitive but not reflexive"", ""reflexive and transitive but not symmetric""]","The relation $R = \{(x, y): x, y \in \mathbb{Z} \text{ and } x + y \text{ is even}\}$ is:",1.0,Mathematics,
{},5,[],,,,{},[],"Let $f(x) = \begin{cases} 3x, & x < 0 \\ \min \{1 + x + [x], x + 2[x]\}, & 0 \leq x \leq 2 \\ 5, & x > 2 \end{cases}$ where [.] denotes greatest integer function. If $\alpha$ and $\beta$ are the number of points, where $f$ is not continuous and is not differentiable, respectively, then $\alpha + \beta$ equals",0.0,Mathematics,
{},1613,[],,,,{},[],"Let $M$ denote the set of all real matrices of order $3 \times 3$ and let $S = \{-3, -2, -1, 1, 2\}$. Let $S_1 = \{A = [a_{ij}] \in M: A = A^T \text{ and } a_{ij} \in S, \forall i, j\}$, $S_2 = \{A = [a_{ij}] \in M: A = -A^T \text{ and } a_{ij} \in S, \forall i, j\}$, $S_3 = \{A = [a_{ij}] \in M: a_{11} + a_{22} + a_{33} = 0 \text{ and } a_{ij} \in S, \forall i, j\}$. If $n(S_1 \cup S_2 \cup S_3) = 125 \alpha$, then $\alpha$ equals",0.0,Mathematics,
{},5,[],,,,{},[],"If $\alpha = 1 + \sum_{r=1}^6 (-3)^{r-1} {}^{12}C_{2r-1}$, then the distance of the point $(12, \sqrt{3})$ from the line $\alpha x - \sqrt{3} y + 1 = 0$ is",0.0,Mathematics,
{},54,[],,,,{},[],"Let $E_1: \frac{x^2}{5} + \frac{y^2}{4} = 1$ be an ellipse. Ellipses $E_i$ are constructed such that their centres and eccentricities are same as that of $E_1$, and the length of minor axis of $E_i$ is the length of major axis of $E_{i+1} (i \geq 1)$. If $A_i$ is the area of the ellipse $E_i$, then $\frac{5}{\pi} \left( \sum_{i=1}^{\infty} A_i \right)$, is equal to",0.0,Mathematics,
{},6,[],,,,{},[],"Let $\vec{a} = \hat{i} + \hat{j} + \hat{k}$, $\vec{b} = 2 \hat{i} + 2 \hat{j} + \hat{k}$ and $\vec{d} = \vec{a} \times \vec{b}$. If $\vec{c}$ is a vector such that $\vec{a} \cdot \vec{c} = |\vec{c}|$, $|\vec{c} - 2 \vec{a}|^2 = 8$ and the angle between $\vec{d}$ and $\vec{c}$ is $\frac{\pi}{4}$, then $|10 - 3 \vec{b} \cdot \vec{c}| + |\vec{d} \times \vec{c}|^2$ is equal to",0.0,Mathematics,
{},8925,[2],,,,{},"[""8750"", ""9100"", ""8925"", ""8575""]","Group A consists of 7 boys and 3 girls, while group B consists of 6 boys and 5 girls. The number of ways, 4 boys and 4 girls can be invited for a picnic if 5 of them must be from group $A$ and the remaining 3 from group $B$, is equal to:",1.0,Mathematics,
{},12,[2],,,,{},"[""13"", ""10"", ""12"", ""11""]","If the system of equations $x + 2y - 3z = 2$, $2x + \lambda y + 5z = 5$, $14x + 3y + \mu z = 33$ has infinitely many solutions, then $\lambda + \mu$ is equal to:",1.0,Mathematics,
{},8,[1],,,,{},"[""4"", ""8"", ""6"", ""2""]","Let $\mathbf{A} = \{x \in (0, \pi) - \{\frac{\pi}{2}\} : \log_{(2 / \pi)} |\sin x| + \log_{(2 / \pi)} |\cos x| = 2\}$ and $\mathbf{B} = \{x \geqslant 0 : \sqrt{x} (\sqrt{x} - 4) - 3 |\sqrt{x} - 2| + 6 = 0\}$. Then $n(\mathbf{A} \cup \mathbf{B})$ is equal to:",1.0,Mathematics,
{},$1 - \log_e 2$,[0],,,,{},"[""$1 - \\log_e 2$"", ""$\\log_e 2$"", ""$1 + \\log_e 2$"", ""$2 \\log_e 2 - 1$""]","The area of the region enclosed by the curves $y = e^x$, $y = |e^x - 1|$, and the $y$-axis is:",1.0,Mathematics,
{},$48x + 25y = 169$,[0],,,,{},"[""$48x + 25y = 169$"", ""$5x + 16y = 31$"", ""$25x + 101y = 176$"", ""$4x + 122y = 134$""]","The equation of the chord of the ellipse $\frac{x^2}{25} + \frac{y^2}{16} = 1$, whose mid-point is $(3, 1)$, is:",1.0,Mathematics,
{},33,[2],,,,{},"[""44"", """", """", ""55""]","Let the points $\left(\frac{11}{2}, \alpha\right)$ lie on or inside the triangle with sides $x + y = 11$, $x + 2y = 16$, and $2x + 3y = 29$. Then the product of the smallest and the largest values of $\alpha$ is equal to:",1.0,Mathematics,
{},39,[0],,,,{},"[""39"", ""19"", ""29"", ""23""]","Let $f : (0, \infty) \to \mathbf{R}$ be a function which is differentiable at all points of its domain and satisfies the condition $x^2 f'(x) = 2x f(x) + 3$, with $f(1) = 4$. Then $2 f(2)$ is equal to:",1.0,Mathematics,
{},6,[1],,,,{},"[""$\\frac{6}{7}$"", ""6"", ""$\\frac{1}{7}$"", ""1""]","If $7 = 5 + \frac{1}{7} (5 + \alpha) + \frac{1}{77} (5 + 2\alpha) + \frac{1}{77} (5 + 3\alpha) + \infty$, then the value of $\alpha$ is:",1.0,Mathematics,
{},8,[1],,,,{},"[""6"", ""8"", ""9"", ""7""]","Let $[x]$ denote the greatest integer function, and let $m$ and $n$ respectively be the numbers of the points where the function $f(x) = [x] + |x - 2|$, $-2 < x < 3$, is not continuous and not differentiable. Then $m + n$ is equal to:",1.0,Mathematics,
{},$\frac{3}{8}$,[2],,,,{},"[""$\\frac{3}{16}$"", ""$\\frac{5}{8}$"", ""$\\frac{3}{8}$"", ""$\\frac{1}{8}$""]",Let $A = [a_{ij}]$ be a square matrix of order 2 with entries either 0 or 1. Let $E$ be the event that $A$ is an invertible matrix. Then the probability $\mathbf{P}(\mathbf{E})$ is:,1.0,Mathematics,
{},3,[0],,,,{},"[""3"", ""4"", ""1"", ""6""]","Let the position vectors of three vertices of a triangle be $4 \vec{p} + \vec{q} - 3 \vec{r}$, $-5 \vec{p} + \vec{q} + 2 \vec{r}$, and $2 \vec{p} - \vec{q} + 2 \vec{r}$. If the position vectors of the orthocenter and the circumcenter of the triangle are $\frac{\vec{p} + \vec{q} + \vec{r}}{2}$ and $\alpha \vec{p} + \beta \vec{q} + \gamma \vec{r}$ respectively, then $\alpha + 2 \beta + 5 \gamma$ is equal to:",1.0,Mathematics,
{},$2 \sqrt{14}$,[0],,,,{},"[""$2 \\sqrt{14}$"", ""$\\sqrt{14}$"", ""$3 \\sqrt{7}$"", ""$2 \\sqrt{7}$""]","Let $\vec{a} = 3 \hat{i} - \hat{j} + 2 \hat{k}$, $\vec{b} = \vec{a} \times (\hat{i} - 2 \hat{k})$, and $\vec{c} = \vec{b} \times \hat{k}$. Then the projection of $\vec{c} - 2 \hat{j}$ on $\vec{a}$ is:",1.0,Mathematics,
{},2,[2],,,,{},"["""", ""0"", ""2"", ""3""]","The number of real solution(s) of the equation $x^2 + 3x + 2 = \min \{|x - 3|, |x + 2|\}$ is:",1.0,Mathematics,
{},One-one but not onto,[3],,,,{},"[""Neither one-one nor onto"", ""Onto but not one-one"", ""Both one-one and onto"", ""One-one but not onto""]","The function $f : (-\infty, \infty) \to (-\infty, 1)$, defined by $f(x) = \frac{2^x - 2^{-x}}{2^x + 2^{-x}}$, is:",1.0,Mathematics,
{},515,[2],,,,{},"[""525"", ""510"", ""515"", ""505""]","In an arithmetic progression, if $S_{40} = 1030$ and $S_{12} = 57$, then $S_{30} - S_{10}$ is equal to:",1.0,Mathematics,
{},21,[2],,,,{},"[""22"", ""20"", ""21"", ""19""]","Suppose A and B are the coefficients of $30^{\text{th}}$ and $12^{\text{th}}$ terms respectively in the binomial expansion of $(1 + x)^{2n - 1}$. If $2A = 5B$, then $n$ is equal to:",1.0,Mathematics,
{},360,[1],,,,{},"[""420"", ""360"", ""160"", ""280""]","Let $(2, 3)$ be the largest open interval in which the function $f(x) = 2 \log_e (x - 2) - x^2 + a x + 1$ is strictly increasing and $(b, c)$ be the largest open interval in which the function $g(x) = (x - 1)^3 (x + 2 - a)^2$ is strictly decreasing. Then $100(a + b - c)$ is equal to:",1.0,Mathematics,
{},16,[0],,,,{},"[""16"", ""25"", ""9"", ""36""]","For some $a$, $b$, let $f(x) = \left| \begin{array}{ccc} a + \frac{\sin x}{x} & 1 & b \\ a & 1 + \frac{\sin x}{x} & b \\ a & 1 & b + \frac{\sin x}{x} \end{array} \right|$, $x \neq 0$, $\lim_{x \to 0} f(x) = \lambda + \mu a + \nu b$. Then $(\lambda + \mu + \nu)^2$ is equal to:",1.0,Mathematics,
{},9,[1],,,,{},"[""7"", ""9"", ""8"", ""6""]","If the equation of the parabola with vertex $\mathbf{V}\left(\frac{3}{2}, 3\right)$ and the directrix $x + 2y = 0$ is $\alpha x^2 + \beta y^2 - \gamma xy - 30x - 60y + 225 = 0$, then $\alpha + \beta + \gamma$ is equal to:",1.0,Mathematics,
{},$\pi$,[0],,,,{},"[""$\\pi$"", ""0"", ""$\\frac{\\pi}{2} - (\\alpha + \\beta + \\gamma)$"", ""$3 \\pi$""]","If $\alpha > \beta > \gamma > 0$, then the expression $\cot^{-1} \left\{\beta + \frac{(1 + \beta^5)}{(\alpha - \beta)}\right\} + \cot^{-1} \left\{\gamma + \frac{(1 + \gamma^2)}{(\beta - \gamma)}\right\} + \cot^{-1} \left\{\alpha + \frac{(1 + \alpha^2)}{(\gamma - \alpha)}\right\}$ is equal to:",1.0,Mathematics,
{},957,[],,,,{},[],"Let $P$ be the image of the point $Q(7, -2, 5)$ in the line $L: \frac{x - 1}{2} = \frac{y + 1}{3} = \frac{z}{4}$ and $R(5, p, q)$ be a point on $L$. Then the square of the area of $\triangle PQR$ is:",0.0,Mathematics,
{},16,[],,,,{},[],"If $\int \frac{2x^2 + 5x + 9}{\sqrt{x^2 + x + 1}} \, dx = x \sqrt{x^2 + x + 1} + \alpha \sqrt{x^2 + x + 1} + \beta \log_e \left| x + \frac{1}{2} + \sqrt{x^2 + x + 1} \right| + C$, where $C$ is the constant of integration, then $\alpha + 2 \beta$ is equal to:",0.0,Mathematics,
{},1,[],,,,{},[],"Let $y = y(x)$ be the solution of the differential equation $2 \cos x \frac{dy}{dx} = \sin 2x - 4y \sin x$, $x \in \left(0, \frac{\pi}{2}\right)$. If $y\left(\frac{\pi}{3}\right) = 0$, then $y'\left(\frac{\pi}{4}\right) + y\left(\frac{\pi}{4}\right)$ is equal to:",0.0,Mathematics,
{},392,[],,,,{},[],"Number of functions $f : \{1, 2, \ldots, 100\} \to \{0, 1\}$, that assign 1 to exactly one of the positive integers less than or equal to 98, is equal to:",0.0,Mathematics,
{},55,[],,,,{},[],"Let $H_1: \frac{x^2}{a^2} - \frac{y^2}{b^2} = 1$ and $H_2: -\frac{x^2}{A^2} + \frac{y^2}{B^2} = 1$ be two hyperbolas having length of latus rectums $15 \sqrt{2}$ and $12 \sqrt{5}$ respectively. Let their eccentricities be $e_1 = \sqrt{\frac{5}{2}}$ and $e_2$ respectively. If the product of the lengths of their transverse axes is $100 \sqrt{10}$, then $25 e_2^2$ is equal to:",0.0,Mathematics,
{},784,[3],,,,{},"[""628"", ""812"", ""526"", ""784""]","Let $a_1, a_2, a_3, \ldots$ be a G.P. of increasing positive terms. If $a_1 a_5 = 28$ and $a_2 + a_4 = 29$, then $a_6$ is equal to:",1.0,Mathematics,
{},$3 - e$,[2],,,,{},"[""$\\frac{1}{2} + e$"", ""$3 + e$"", ""$3 - e$"", ""$\\frac{3}{2} + e$""]","Let $x = x(y)$ be the solution of the differential equation $y^2 \mathrm{d}x + \left(x - \frac{1}{y}\right) \mathrm{d}y = 0$. If $x(1) = 1$, then $x\left(\frac{1}{y}\right)$ is:",1.0,Mathematics,
{},14,[1],,,,{},"[""4"", ""14"", ""13"", ""11""]","Two balls are selected at random one by one without replacement from a bag containing 4 white and 6 black balls. If the probability that the first selected ball is black, given that the second selected ball is also black, is $\frac{m}{n}$, where $\gcd(m, n) = 1$, then $m + n$ is equal to:",1.0,Mathematics,
{},$e^{8/5}$,[0],,,,{},"[""$e^{8/5}$"", ""$e^{5/5}$"", ""$e^2$"", ""$e$""]","The product of all solutions of the equation $e^{5(\log_e x)^2 + 3} = x^8$, $x > 0$, is:",1.0,Mathematics,
{},22,[3],,,,{},"[""19"", ""24"", ""21"", ""22""]","Let the triangle PQR be the image of the triangle with vertices $(1,3)$, $(3,1)$, and $(2,4)$ in the line $x + 2y = 2$. If the centroid of $\triangle PQR$ is the point $(\alpha, \beta)$, then $15(\alpha - \beta)$ is equal to:",1.0,Mathematics,
{},1,[1],,,,{},"[""2"", ""1"", ""$2\\pi$"", ""$\\pi$""]","Let $f(x) = 7 \tan^8 x + 7 \tan^8 x - 3 \tan^4 x - 3 \tan^2 x$, $I_1 = \int_0^{\pi/4} f(x) \mathrm{d}x$ and $I_2 = \int_0^{\pi/4} x f(x) \mathrm{d}x$. Then $7 I_1 + 12 I_2$ is equal to:",1.0,Mathematics,
{},6,[2],,,,{},"[""7"", ""4"", ""6"", ""5""]","Let the parabola $y = x^2 + p x - 3$ meet the coordinate axes at the points $P$, $Q$, and $R$. If the circle $C$ with centre at $(-1, -1)$ passes through the points $P$, $Q$, and $R$, then the area of $\triangle PQR$ is:",1.0,Mathematics,
{},"$\left(\frac{14}{3}, -3, \frac{22}{3}\right)$",[0],,,,{},"[""$\\left(\\frac{14}{3}, -3, \\frac{22}{3}\\right)$"", ""$\\left(-\\frac{5}{3}, -7, 1\\right)$"", ""$\\left(2, 3, \\frac{1}{3}\\right)$"", ""$\\left(\\frac{5}{3}, -1, \\frac{1}{3}\\right)$""]",Let $L_1: \frac{x-1}{2} = \frac{y-2}{3} = \frac{z-3}{4}$ and $L_2: \frac{x-2}{3} = \frac{y-4}{4} = \frac{z-5}{6}$ be two lines. Then which of the following points lies on the line of the shortest distance between $L_1$ and $L_2$?,2.0,Mathematics,
{},2525,[0],,,,{},"[""2525"", ""5220"", ""2384"", ""2406""]","Let $f(x)$ be a real differentiable function such that $f(0) = 1$ and $f(x + y) = f(x) f'(y) + f'(x) f(y)$ for all $x, y \in \mathbb{R}$. Then $\sum_{n=1}^{100} \log_e f(n)$ is equal to:",1.0,Mathematics,
